unified_id,original_id,product_name,sentiment,opinion,score,date,source_file
173,OP0173,Keyboard,negative,Poor build quality.,,28.10.2025,opinions_MP.csv
174,OP0174,Smartphone,negative,Low quality materials.,,20.08.2025,opinions_MP.csv
175,OP0175,Keyboard,negative,Unreliable performance.,,20.09.2025,opinions_MP.csv
176,OP0176,Monitor,negative,Stopped working after a week.,,14.12.2024,opinions_MP.csv
177,OP0177,Backpack,negative,Unreliable performance.,,19.12.2024,opinions_MP.csv
178,OP0178,Headphones,negative,Did not meet expectations.,,29.11.2024,opinions_MP.csv
179,OP0179,Smartwatch,negative,Terrible value for the money.,,19.10.2025,opinions_MP.csv
180,OP0180,Backpack,negative,Stopped working after a week.,,04.09.2025,opinions_MP.csv
181,OP0181,Coffee Maker,negative,Terrible value for the money.,,07.01.2025,opinions_MP.csv
182,OP0182,Backpack,negative,Unreliable performance.,,09.11.2025,opinions_MP.csv
183,OP0183,Laptop,negative,Unreliable performance.,,28.09.2025,opinions_MP.csv
184,OP0184,Monitor,negative,Would not recommend.,,27.07.2025,opinions_MP.csv
185,OP0185,Laptop,negative,Would not recommend.,,07.08.2025,opinions_MP.csv
186,OP0186,Smartphone,negative,Not worth the price.,,25.01.2025,opinions_MP.csv
187,OP0187,Smartwatch,negative,Low quality materials.,,09.04.2025,opinions_MP.csv
188,OP0188,Monitor,negative,Did not meet expectations.,,13.06.2025,opinions_MP.csv
189,OP0189,Laptop,negative,Unreliable performance.,,05.07.2025,opinions_MP.csv
190,OP0190,Monitor,negative,Terrible value for the money.,,15.10.2025,opinions_MP.csv
191,OP0191,Backpack,negative,Would not recommend.,,20.04.2025,opinions_MP.csv
192,OP0192,Smartphone,negative,Low quality materials.,,30.12.2024,opinions_MP.csv
193,OP0193,Backpack,negative,Would not recommend.,,02.01.2025,opinions_MP.csv
194,OP0194,Smartphone,negative,Very disappointing experience.,,15.04.2025,opinions_MP.csv
195,OP0195,Headphones,negative,Low quality materials.,,21.12.2024,opinions_MP.csv
196,OP0196,Backpack,negative,Stopped working after a week.,,22.08.2025,opinions_MP.csv
197,OP0197,Monitor,negative,Would not recommend.,,17.05.2025,opinions_MP.csv
198,OP0198,Smartphone,negative,Not worth the price.,,31.08.2025,opinions_MP.csv
199,OP0199,Coffee Maker,negative,Terrible value for the money.,,05.01.2025,opinions_MP.csv
200,OP0200,Laptop,negative,Did not meet expectations.,,06.11.2025,opinions_MP.csv
201,1,JBL Flip 6 Speaker,positive,I love it!,5.0,"December 29, 2024",opinions_SZ.csv
202,2,Razer BlackWidow V4,negative,Poor quality.,1.0,"April 18, 2025",opinions_SZ.csv
203,3,Sony WH-1000XM5 Headphones,negative,Would not recommend.,1.0,"June 24, 2025",opinions_SZ.csv
204,4,Oculus Quest 3,negative,Bad value.,1.0,"February 25, 2025",opinions_SZ.csv
205,5,Dyson V15 Vacuum,positive,Superb experience.,4.0,"September 28, 2025",opinions_SZ.csv
206,6,Samsung Galaxy S23,positive,Superb experience.,4.0,"December 06, 2024",opinions_SZ.csv
207,7,Dell XPS 13 Laptop,negative,Not satisfied.,2.0,"May 11, 2025",opinions_SZ.csv
208,8,Oculus Quest 3,positive,I love it!,5.0,"December 04, 2024",opinions_SZ.csv
209,9,Dyson V15 Vacuum,positive,Would buy again.,4.0,"July 18, 2025",opinions_SZ.csv
210,10,Instant Pot Duo,negative,Terrible experience.,2.0,"November 29, 2024",opinions_SZ.csv
211,11,Asus ROG Strix Laptop,negative,Not satisfied.,2.0,"February 09, 2025",opinions_SZ.csv
212,12,Asus ROG Strix Laptop,positive,Would buy again.,5.0,"June 14, 2025",opinions_SZ.csv
213,13,Samsung Galaxy S23,negative,Would not recommend.,2.0,"October 02, 2025",opinions_SZ.csv
214,14,Bose SoundLink Flex,positive,Fantastic value.,5.0,"December 30, 2024",opinions_SZ.csv
215,15,Logitech MX Master 3S Mouse,positive,Highly recommend.,4.0,"August 18, 2025",opinions_SZ.csv
216,16,Google Pixel 8,positive,Excellent product.,4.0,"June 08, 2025",opinions_SZ.csv
217,17,Apple iPhone 15,negative,Not worth the price.,1.0,"June 18, 2025",opinions_SZ.csv
218,18,Sony WH-1000XM5 Headphones,positive,Very satisfied.,4.0,"May 05, 2025",opinions_SZ.csv
219,19,KitchenAid Stand Mixer,negative,Would not recommend.,1.0,"December 31, 2024",opinions_SZ.csv
220,20,Logitech MX Master 3S Mouse,negative,Not worth the price.,1.0,"July 14, 2025",opinions_SZ.csv
221,21,JBL Flip 6 Speaker,positive,Very satisfied.,5.0,"September 16, 2025",opinions_SZ.csv
222,22,Dell XPS 13 Laptop,positive,Very satisfied.,4.0,"July 19, 2025",opinions_SZ.csv
223,23,KitchenAid Stand Mixer,positive,Works perfectly.,5.0,"June 29, 2025",opinions_SZ.csv
224,24,Google Pixel 8,positive,Works perfectly.,5.0,"January 08, 2025",opinions_SZ.csv
225,25,KitchenAid Stand Mixer,negative,Not satisfied.,2.0,"September 03, 2025",opinions_SZ.csv
226,26,Razer BlackWidow V4,negative,Would not recommend.,2.0,"October 08, 2025",opinions_SZ.csv
227,27,JBL Flip 6 Speaker,negative,Not worth the price.,1.0,"July 16, 2025",opinions_SZ.csv
228,28,Fitbit Charge 6,positive,Exceeded expectations.,5.0,"December 04, 2024",opinions_SZ.csv
229,29,Oculus Quest 3,positive,Superb experience.,4.0,"June 16, 2025",opinions_SZ.csv
230,30,Asus ROG Strix Laptop,positive,Superb experience.,5.0,"May 30, 2025",opinions_SZ.csv
231,31,Sony WH-1000XM5 Headphones,negative,I regret buying this.,2.0,"May 17, 2025",opinions_SZ.csv
232,32,Logitech MX Master 3S Mouse,positive,Fantastic value.,4.0,"June 24, 2025",opinions_SZ.csv
233,33,Canon EOS R6 Camera,positive,Highly recommend.,4.0,"April 24, 2025",opinions_SZ.csv
234,34,Microsoft Surface Pro 9,positive,Would buy again.,4.0,"July 30, 2025",opinions_SZ.csv
235,35,Fitbit Charge 6,negative,Did not meet expectations.,1.0,"January 10, 2025",opinions_SZ.csv
236,36,HP Envy 15,positive,Would buy again.,5.0,"July 03, 2025",opinions_SZ.csv
237,37,JBL Flip 6 Speaker,positive,Excellent product.,5.0,"November 26, 2025",opinions_SZ.csv
238,38,Fitbit Charge 6,negative,Terrible experience.,1.0,"September 24, 2025",opinions_SZ.csv
239,39,Sony WH-1000XM5 Headphones,negative,Not satisfied.,2.0,"January 13, 2025",opinions_SZ.csv
240,40,Sony WH-1000XM5 Headphones,positive,Very satisfied.,5.0,"November 28, 2024",opinions_SZ.csv
241,41,JBL Flip 6 Speaker,positive,Would buy again.,5.0,"September 13, 2025",opinions_SZ.csv
242,42,Bose SoundLink Flex,positive,Very satisfied.,4.0,"July 29, 2025",opinions_SZ.csv
243,43,Apple iPhone 15,positive,Very satisfied.,4.0,"October 16, 2025",opinions_SZ.csv
244,44,HP Envy 15,positive,Exceeded expectations.,5.0,"November 10, 2025",opinions_SZ.csv
245,45,HP Envy 15,negative,Not worth the price.,1.0,"November 06, 2025",opinions_SZ.csv
246,46,Oculus Quest 3,negative,Stopped working.,2.0,"May 01, 2025",opinions_SZ.csv
247,47,Fitbit Charge 6,negative,Not worth the price.,2.0,"September 01, 2025",opinions_SZ.csv
248,48,Dyson V15 Vacuum,negative,Poor quality.,1.0,"December 28, 2024",opinions_SZ.csv
249,49,Nintendo Switch OLED,negative,Very disappointing.,1.0,"June 10, 2025",opinions_SZ.csv
250,50,Fitbit Charge 6,positive,Would buy again.,4.0,"October 05, 2025",opinions_SZ.csv
251,51,Samsung Galaxy S23,negative,Not worth the price.,2.0,"July 04, 2025",opinions_SZ.csv
252,52,Fitbit Charge 6,negative,Poor quality.,2.0,"September 17, 2025",opinions_SZ.csv
253,53,Apple iPhone 15,negative,Stopped working.,1.0,"March 31, 2025",opinions_SZ.csv
254,54,HP Envy 15,negative,Would not recommend.,1.0,"July 24, 2025",opinions_SZ.csv
255,55,Canon EOS R6 Camera,negative,I regret buying this.,2.0,"April 27, 2025",opinions_SZ.csv
256,56,Dyson V15 Vacuum,negative,Not satisfied.,2.0,"December 03, 2024",opinions_SZ.csv
257,57,Instant Pot Duo,positive,Excellent product.,4.0,"February 10, 2025",opinions_SZ.csv
258,58,Sony WH-1000XM5 Headphones,negative,I regret buying this.,1.0,"June 27, 2025",opinions_SZ.csv
259,59,Microsoft Surface Pro 9,positive,I love it!,5.0,"February 16, 2025",opinions_SZ.csv
260,60,JBL Flip 6 Speaker,positive,Highly recommend.,5.0,"January 09, 2025",opinions_SZ.csv
261,61,Microsoft Surface Pro 9,negative,Not satisfied.,2.0,"September 05, 2025",opinions_SZ.csv
262,62,Dell XPS 13 Laptop,positive,Excellent product.,5.0,"November 24, 2025",opinions_SZ.csv
263,63,Sony WH-1000XM5 Headphones,negative,Did not meet expectations.,1.0,"March 16, 2025",opinions_SZ.csv
264,64,Nintendo Switch OLED,negative,Very disappointing.,1.0,"January 22, 2025",opinions_SZ.csv
265,65,Samsung Galaxy S23,positive,Fantastic value.,5.0,"May 09, 2025",opinions_SZ.csv
266,66,Sony WH-1000XM5 Headphones,positive,Superb experience.,4.0,"December 23, 2024",opinions_SZ.csv
267,67,Razer BlackWidow V4,negative,Stopped working.,1.0,"May 07, 2025",opinions_SZ.csv
268,68,Canon EOS R6 Camera,positive,Would buy again.,4.0,"February 02, 2025",opinions_SZ.csv
269,69,Oculus Quest 3,positive,I love it!,4.0,"April 05, 2025",opinions_SZ.csv
270,70,JBL Flip 6 Speaker,positive,Works perfectly.,5.0,"March 13, 2025",opinions_SZ.csv
271,71,Asus ROG Strix Laptop,negative,Bad value.,2.0,"August 07, 2025",opinions_SZ.csv
272,72,Google Pixel 8,negative,Poor quality.,2.0,"October 01, 2025",opinions_SZ.csv
273,73,Razer BlackWidow V4,positive,Excellent product.,4.0,"March 31, 2025",opinions_SZ.csv
274,74,Dyson V15 Vacuum,positive,Excellent product.,4.0,"December 23, 2024",opinions_SZ.csv
275,75,Instant Pot Duo,negative,Stopped working.,2.0,"June 21, 2025",opinions_SZ.csv
276,76,Google Pixel 8,positive,Exceeded expectations.,4.0,"February 18, 2025",opinions_SZ.csv
277,77,Sony WH-1000XM5 Headphones,negative,Stopped working.,1.0,"May 03, 2025",opinions_SZ.csv
278,78,KitchenAid Stand Mixer,positive,Would buy again.,5.0,"March 18, 2025",opinions_SZ.csv
279,79,Dyson V15 Vacuum,positive,Great quality!,4.0,"August 11, 2025",opinions_SZ.csv
280,80,Microsoft Surface Pro 9,positive,Highly recommend.,5.0,"June 15, 2025",opinions_SZ.csv
281,81,Kindle Paperwhite,negative,Would not recommend.,1.0,"August 24, 2025",opinions_SZ.csv
282,82,Bose SoundLink Flex,negative,Would not recommend.,2.0,"September 22, 2025",opinions_SZ.csv
283,83,Kindle Paperwhite,positive,Would buy again.,4.0,"March 03, 2025",opinions_SZ.csv
284,84,Asus ROG Strix Laptop,positive,Very satisfied.,5.0,"December 28, 2024",opinions_SZ.csv
285,85,Dyson V15 Vacuum,positive,Works perfectly.,5.0,"April 10, 2025",opinions_SZ.csv
286,86,Instant Pot Duo,negative,Would not recommend.,1.0,"May 28, 2025",opinions_SZ.csv
287,87,Razer BlackWidow V4,negative,Did not meet expectations.,2.0,"November 21, 2025",opinions_SZ.csv
288,88,Bose SoundLink Flex,negative,Bad value.,2.0,"April 05, 2025",opinions_SZ.csv
289,89,Dyson V15 Vacuum,negative,Poor quality.,1.0,"February 27, 2025",opinions_SZ.csv
290,90,Dell XPS 13 Laptop,positive,Fantastic value.,4.0,"September 23, 2025",opinions_SZ.csv
291,91,Asus ROG Strix Laptop,negative,Not worth the price.,1.0,"July 19, 2025",opinions_SZ.csv
292,92,Fitbit Charge 6,positive,Fantastic value.,4.0,"December 31, 2024",opinions_SZ.csv
293,93,Dyson V15 Vacuum,negative,Did not meet expectations.,1.0,"April 16, 2025",opinions_SZ.csv
294,94,Asus ROG Strix Laptop,negative,Bad value.,2.0,"June 25, 2025",opinions_SZ.csv
295,95,Nintendo Switch OLED,positive,Works perfectly.,4.0,"May 26, 2025",opinions_SZ.csv
296,96,Logitech MX Master 3S Mouse,negative,Stopped working.,2.0,"May 18, 2025",opinions_SZ.csv
297,97,Razer BlackWidow V4,negative,Would not recommend.,1.0,"November 21, 2025",opinions_SZ.csv
298,98,Logitech MX Master 3S Mouse,positive,I love it!,4.0,"February 01, 2025",opinions_SZ.csv
299,99,JBL Flip 6 Speaker,negative,Terrible experience.,1.0,"December 08, 2024",opinions_SZ.csv
300,100,Fitbit Charge 6,negative,I regret buying this.,2.0,"November 17, 2025",opinions_SZ.csv
301,101,Microsoft Surface Pro 9,negative,Stopped working.,1.0,"December 23, 2024",opinions_SZ.csv
302,102,Dell XPS 13 Laptop,positive,Fantastic value.,5.0,"July 14, 2025",opinions_SZ.csv
